NAME,PER,MASS,SEP,DIST,MSTAR,RSTAR,TEFF,FE
Kepler-200 c,10.222157,0.011856,0.0921796,,,0.944,5678,
Kepler-95 b,11.5231,0.0409024,0.102439,,1.08,1.41,5699,0.3
Kepler-1444 b,33.42035034,0.0162741,0.205066,340,1.03,1.05,5810,0.06
Kepler-280 c,4.807091,0.0148535,0.0557436,,,0.886,5744,
KIC 11442793 e,91.93913,0.021628,0.423643,780,1.2,1.2,6080,-0.12
Kepler-829 b,6.88337562,0.0156727,0.0703422,954,0.98,0.97,5698,0.03
Kepler-249 d,15.368459,0.0117295,0.120974,,,0.482,3568,
Kepler-812 b,10.11716531,0.0385876,0.103618,1482,1.45,1.71,6761,0.02
HD 95872 b,4375,4.59415,5.15426,7.56,0.95,0.998651,5312,0.41
Kepler-1242 b,13.62798432,0.017125,0.102343,682,0.77,0.74,4895,-0.05
51 Peg b,4.230785,0.461143,0.0521068,15.6079,1.054,1.02451,5786.68,0.199853
WASP-60 b,4.3050011,0.512143,0.0531121,400,1.078,1.14,5900,-0.04
Kepler-904 b,3.02166863,0.0130579,0.0429791,1151,1.16,1.25,6160,0.05
Kepler-1113 b,42.3004954,0.0238504,0.246742,1127,1.12,1.17,5931,0.18
Kepler-99 b,4.60358,0.01935,0.0500668,,0.79,0.73,4782,0.18
Kepler-1394 b,3.93766373,0.00915206,0.0575502,820,1.64,2.55,6481,0.06
Kepler-752 b,18.82747265,0.0238504,0.132223,1075,0.87,0.83,5373,-0.08
Kepler-125 c,5.774464,0.00100422,0.0629914,,,0.512,3810,
HD 5319 c,886,1.15,2.0717,114,1.51,3.85,4958,0.15
Kepler-996 b,3.77059058,0.014644,0.0487927,1098,1.09,1.14,6014,0.03
Kepler-588 b,4.22162536,0.0213319,0.0512901,972,1.01,1,5835,0
Kepler-1454 b,47.0319479,0.0138656,0.246197,795,0.9,0.86,5448,-0.02
Kepler-319 c,6.941357,0.0212781,0.0712147,,,0.903,5526,
Kepler-1143 c,210.630591,0.0397462,0.645826,632,0.81,0.77,5053,-0.06
Kepler-153 b,18.870227,0.0255184,0.138715,,,0.892,5404,
Kepler-1642 c,6.6513802,0.021628,0.0663298,447,0.88,0.84,5355,-0.01
Kepler-1336 b,23.198681,0.014644,0.15594,822,0.94,1.3,5512,0.05
55 Cnc f,261.2,0.172877,0.773567,12.3411,0.905,0.943,5196,0.314513
Kepler-539 b,125.63243,0.241296,0.498966,313,1.05,0.95,5820,-0.01
Kepler-929 b,0.92103214,0.00422224,0.0185879,820,1.01,1.02,5869,-0.04
Kepler-238 d,13.233549,0.0281036,0.109494,,,1.43,5751,
HAT-P-54 b,3.799847,0.76,0.0411908,135.8,0.645,0.617,4390,-0.127
HIP 67851 b,88.8,1.41789,0.458562,65.9631,1.63,5.92,4890,0
Kepler-845 b,0.92785982,0.0151003,0.0172109,471,0.79,0.75,4913,0.01
Kepler-1245 c,2.93658468,0.0101747,0.0381652,861,0.86,0.83,5306,-0.01
Kepler-153 c,46.90232,0.0200225,0.254528,,,0.892,5404,
HD 212301 b,2.245715,0.39615,0.034116,54.9451,1.05,,5997.91,-0.18
Kepler-574 b,7.65880414,0.0183949,0.0747518,747,0.95,0.91,5612,-0.01
Kepler-865 b,14.16399294,0.0195285,0.11183,664,0.93,0.92,5570,-0.01
Kepler-295 c,21.526258,0.00508144,0.151444,,,0.898,5603,
GJ 504 b,,4,,17.67,1.22,0.912273,6234,0.28
HAT-P-15 b,10.863502,1.95154,0.0964692,190.114,1.013,1.08,5568,0.22
Kepler-24 e,18.998355,0.0233538,0.139343,,,1.289,5897,
HD 209458 b,3.52474859,0.689646,0.047235,49.6278,1.131,1.155,6065,0
Kepler-729 b,3.16635371,0.0391627,0.0413386,1271,0.94,0.91,5633,-0.05
HD 102272 b,127.58,4.10898,0.512595,243.902,1.1,12.7057,4807,-0.38
K2-3 d,44.5631,0.0116544,0.207594,45,0.601,0.561,3896,-0.32
HD 181433 b,9.3743,0.0237331,0.0800943,26.7594,0.78,1.00831,4962,0.33
Kepler-898 b,5.8706191,0.0115494,0.0551696,479,0.65,0.62,4223,-0.06
HD 187123 b,3.0965828,0.510056,0.042091,48.2626,1.037,1.14277,5814.99,0.121412
Kepler-1481 b,5.94220998,0.00609283,0.0596031,493,0.8,0.75,4908,0.04
HD 108147 b,10.8985,0.257999,0.101407,38.0807,1.171,1.29703,6156.24,0.0868245
Kepler-82 c,51.538,0.095206,0.256743,,0.85,0.9,5512,-0.014
Kepler-1143 b,2.88890485,0.0123746,0.0370047,632,0.81,0.77,5053,-0.06
Kepler-1617 b,27.4785572,0.00553813,0.18671,813,1.15,1.22,6167,0.01
WASP-61 b,3.8559,2.05491,0.0514489,480.001,1.22,1.36,6250,-0.1
Kepler-58 b,10.2184954,0.0233176,0.0905953,,0.95,1.03,5843,
eta Cet b,407.5,2.5485,1.28444,37.99,1.7,14.3,4528,0.07
Kepler-606 b,24.31575992,0.0327999,0.17109,1208,1.13,1.22,6161,0.01
Kepler-686 b,1.59474546,1,0.0261684,1203,0.94,0.92,5649,-0.07
Kepler-487 b,15.3587684,1,0.117181,835,0.91,0.88,5444,0
Kepler-957 b,5.90741354,0.101052,0.0596165,749,0.81,0.75,4963,-0.01
Kepler-1099 b,2.16845259,0.0240196,0.0328963,1209,1.01,1,5837,-0.02
Kepler-379 b,20.09838,0.0123078,0.144671,,,1.306,6054,
Kepler-376 b,4.920199,0.00371234,0.0566146,,,1.175,5900,
Kepler-166 d,1.55400393,0.0127496,0,0,0,0.74,5413,-0.286
HD 215497 c,567.94,0.327524,1.28243,43.592,0.872,1.10659,5113,0.23
Kepler-1345 b,44.6169557,0.0181548,0.270063,1164,1.32,1.55,6449,0.04
Kepler-1325 b,33.8786838,0.024536,0.20001,955,0.93,0.91,5550,0.01
Kepler-1624 b,3.29030452,0.108832,0.0343627,199,0.5,0.47,3636,0.06
Kepler-1086 c,161.5163345,0.0257931,0.515367,464,0.7,0.66,4350,0.06
Kepler-662 b,21.67697486,0.0162741,0.140653,641,0.79,0.74,4897,-0.03
Kepler-225 b,6.738975,0.00554835,0.0698236,,,0.48,3682,
CoRoT-17 b,3.7681,2.46001,0.0480499,919.997,1.04,1.5121,5740,0
HD 20794 d,90.309,0.0147932,0.349781,6.05987,0.7,1.22683,5401,-0.4
xi Aql b,136.75,1.77912,0.53813,56.2746,1.11,10.45,4714,-0.27
Kepler-444 d,6.189392,0.000340205,0.0601536,35.7,0.758,0.752,5046,-0.55
Kepler-1058 b,110.96546,0.0225477,0.406917,525,0.73,0.69,4644,-0.06
Kepler-892 b,13.7521072,0.0238504,0.102064,640,0.75,0.72,4747,-0.04
Kepler-444 e,7.743493,0.000377818,0.0698427,35.7,0.758,0.752,5046,-0.55
HD 33564 b,388,9.12785,1.1241,20.8855,1.25,,6250,-0.12
Kepler-1243 b,16.8320729,0.0129028,0.126801,877,0.96,0.94,5667,0.01
Kepler-635 b,23.44971004,0.0214793,0.176326,826,1.33,1.51,6174,0.41
Kepler-890 b,52.75875577,0.294675,0.283321,1387,1.09,1.13,5954,0.09
HD 40979 b,264.15,4.02224,0.846038,33.1126,1.154,1.27973,6089.29,0.168315
Kepler-959 b,14.80074836,0.0632121,0.137986,1003,1.6,2.01,7005,0.02
GJ 581 c,12.9182,0.0167756,0.0729238,6.24532,0.31,0.299,3498,-0.1
Kepler-945 b,31.0033814,0.0213319,0.191192,1543,0.97,0.97,5718,-0.01
Kepler-1303 b,7.56127224,0.00991268,0.0756444,905,1.01,1,5771,0.04
HD 10180 c,5.75962,0.0415054,0.0641175,39.0168,1.06,1.10851,5911,0.08
WASP-31 b,3.405909,0.479329,0.0466223,400,1.165,1.252,6302,-0.2
Kepler-1496 b,64.6588017,0.0166923,0.33316,1293,1.18,1.27,6182,0.05
bet UMi b,522.3,6.1,1.4219,40.14,1.4,38.3,4126,-0.27
HD 134987 c,5000,0.804926,5.82513,26.2055,1.054,1.16572,5749.68,0.279202
Kepler-1118 b,38.6715075,0.0227057,0.220779,818,0.96,0.97,5688,0
Kepler-1286 b,11.25402929,0.0160703,0.098283,1150,1,0.98,5753,0.03
Kepler-102 d,10.3117,0.00574989,0.0860714,,0.8,0.74,4903,0.08
Kepler-164 d,28.986769,0.0190864,0.184674,,,1.148,5888,
HD 40307 b,4.3115,0.0129071,0.0468927,12.9955,0.74,0.839223,4977,-0.31
WASP-101 b,3.585722,0.5,0.0505526,,1.34,1.29,6380,0.2
Kepler-1395 b,3.78470649,0.00129651,0.050083,507,1.17,1.23,6138,0.12
Kepler-199 c,67.093408,0.0316029,0.323142,,,0.967,5644,
Kepler-344 b,21.963945,0.0210192,0.15349,,,0.976,5774,
Kepler-132 b,6.178196,0.0057099,0.0658943,,,1.178,6003,
iota Dra b,511.098,9.31534,1.31029,31.027,1.14,11.99,4528,-0.16
HD 108874 b,394.48124,1.2902,1.03527,62.6174,0.95,1.12115,5550.95,0.181867
Kepler-250 d,17.648312,0.0163243,0.132661,,,0.805,5160,
Kepler-256 d,5.839172,0.0194307,0.0634611,,,1.301,5551,
Kepler-187 b,4.938864,0.00960182,0.0567577,,,1.287,6105,
HD 4732 b,360.2,2.37727,1.19218,57.9039,1.74,5.55146,4959,0.01
Kepler-991 b,82.5342519,0.0201979,0.31971,370,0.64,0.61,4392,-0.25
Kepler-374 d,5.028219,0.00749504,0.0574402,,,0.911,5977,
Kepler-563 b,22.18432708,0.0285386,0.143439,557,0.8,0.77,5066,-0.08
Kepler-1119 b,8.3265153,0.0141192,0.0832447,1288,1.11,1.17,6083,0.03
Kepler-383 c,31.200751,0.00621274,0.193962,,,0.672,4710,
HD 23596 b,1561,7.74272,2.77219,50.4286,1.159,1.96615,5903.55,0.217926
Kepler-1630 b,509.997402,0.0163773,1.08768,278,0.66,0.63,4736,-0.46
Kepler-295 b,12.645164,0.00587447,0.106224,,,0.898,5603,
Kepler-171 d,39.595519,0.0139171,0.227355,,,0.839,5642,
HD 25171 b,1845,0.956204,3.03064,54.9753,1.09,1.06877,6160,-0.11
HD 83443 b,2.985698,0.395855,0.0404623,41.1692,0.991,0.942509,5453.4,0.356846
Kepler-304 e,1.49914695,0.00553813,0.0237976,0,0.8,0.69,4731,0.523
Kepler-287 b,20.342199,0.0177874,0.145838,,,1.032,5806,
Kepler-1065 b,3.60930891,0.0434306,0.0451092,1078,0.94,0.93,5635,-0.01
WASP-36 b,1.5373653,2.26929,0.0262601,450,1.02,0.943,5881,-0.31
Kepler-1358 b,7.06317341,0.00437411,0.0674338,558,0.82,0.79,5181,-0.08
Kepler-213 c,4.822962,0.0178911,0.0558662,,,1.195,5696,
Kepler-268 b,25.934138,0.0202659,0.17147,,,1.274,6081,
Kepler-532 b,12.92491623,0.020474,0.102896,325,0.87,0.79,5192,0
Kepler-430 b,35.968,0.0330424,0.224449,,1.166,1.485,5884,0.2
HD 43691 b,36.959999,2.49717,0.241901,80.3859,1.38,1.34586,6200,0.25
Kepler-204 b,14.400974,0.0200225,0.115842,,,1.238,5812,
Kepler-149 c,55.328328,0.0119837,0.284166,,,0.953,5381,
Kepler-1371 b,3.4462039,0.000951027,0.0426259,450,0.87,0.83,5361,-0.07
30 Ari B b,335.1,9.87792,0.99475,40.783,1.16,1.02283,6300,0.15
Kepler-1120 b,2.94902905,0.00890695,0.0370474,635,0.78,0.74,4904,-0.04
Kepler-1597 b,2.94654179,0.00364938,0.0433296,1255,1.25,1.39,6377,0.02
HAT-P-6 b,3.852985,1.05957,0.0523738,261.097,1.29,1.46,6570,-0.13
Kepler-35 b,131.458,0.127011,0.48628,,0.8877,1.0284,,
Kepler-1581 b,6.28385491,0.00129651,0.0692091,443,1.12,1.23,6022,0.07
Kepler-397 b,22.250949,0.0192003,0.154824,,,0.767,5307,
Kepler-129 c,82.20017,0.0202659,0.369989,,,1.641,5770,
Kepler-398 c,11.419412,0.00302153,0.0992436,,,0.613,4493,
Kepler-551 b,12.3764661,0.0227057,0.0907073,312,0.65,0.63,4286,-0.09
Kepler-850 b,7.19303878,0.0131362,0.0743561,1535,1.06,1.09,5932,0.03
Kepler-211 b,4.138575,0.00656354,0.0504476,,,0.816,5123,
Kepler-242 b,8.20395,0.0210192,0.0796077,,,0.85,5020,
Kepler-138 b,10.312364,0.00021,0.074609,,0.521,0.442,3841,-0.28
Kepler-389 b,3.244107,0.0120453,0.0428881,,,0.792,5376,
PSR B1257+12 A,25.262,0.0000629267,0.168494,,,,,
BD -08 2823 c,237.6,0.328101,0.679166,42.4989,0.74,1.27853,4746,-0.07
Kepler-611 b,2.4370333,0.0122275,0.0355594,906,1.01,1.01,5761,0.06
Kepler-951 b,71.52530845,0.104473,0.309084,408,0.77,0.73,4834,-0.01
4 UMa b,269.29999,7.13242,0.876999,78.4929,1.234,34.6101,4415,-0.25
Qatar-1 b,1.420033,1.08979,0.0234308,175,0.85,0.823,4861,0.2
Kepler-794 b,11.13125132,0.0156727,0.103391,763,1.19,1.38,5839,0.34
HD 10697 b,1075.2,6.23505,2.13177,32.5733,1.112,1.54131,5680.44,0.194014
Kepler-597 b,13.02365861,0.0181548,0.107239,660,0.97,0.95,5683,-0.01
Kepler-1433 b,4.13592271,0.0116544,0.0526772,1328,1.14,1.19,6097,0.07
Kepler-194 b,2.092281,0.0120453,0.032015,,,1.025,6089,
Kepler-1121 b,13.15141081,0.014034,0.1187,529,1.29,1.59,6231,0.12
HD 33844 c,916,1.76867,2.23776,100.9,1.78,5.29,4861,0.27
Kepler-221 d,10.04156,0.022635,0.0910907,,,0.821,5243,
Kepler-338 d,44.431014,0.0268614,0.245507,,,1.735,5923,
Kepler-1575 b,2.55314213,0.00752338,0.0359389,1170,0.95,0.92,5667,-0.07
Kepler-535 b,4.90332155,0.0181548,0.059689,678,1.18,1.27,6123,0.13
Kepler-32 e,2.896,0.0117511,0.0323795,303,0.54,0.53,3793,-0.01
HD 113337 b,324,2.83,1.03346,36.8868,1.4,1.5,6576.58,0.07
Kepler-146 b,31.158799,0.0427893,0.193788,,,1.208,5948,
Kepler-11 f,46.6888,0.00723031,0.250413,,0.961,1.065,5663,0
BD +20 2457 b,379.63,11.8883,1.04992,200,1.06,32.9639,4259,-0.79
Kepler-1152 b,1.64680191,0.0018073,0.0223609,184,0.55,0.53,3964,-0.25
Kepler-176 c,12.759712,0.0208911,0.106865,,,0.891,5232,
mu Ara d,9.6386,0.0345873,0.0927843,15.5111,1.147,1.25035,5784.28,0.292921
HD 3651 b,62.218,0.228975,0.29472,11.0595,0.882,0.934685,5220.58,0.164467
KIC 11442793 d,56.73667,0.0247111,0.307074,780,1.2,1.2,6080,-0.12
Kepler-714 b,8.09888799,0.667539,0.0812267,1460,1.09,1.12,5995,0.04
Kepler-1236 b,31.0571618,0.0159697,0.183885,1078,0.86,0.82,5337,-0.09
Kepler-442 b,112.3053,0.00809285,0.386141,342,0.609,0.598,4402,-0.37
Kepler-1193 b,2.83265213,0.00774372,0.0401985,695,1.08,1.21,5908,0.12
Kepler-1262 b,8.67900242,0.0133743,0.0823755,1153,0.99,0.98,5771,-0.02
HD 99706 b,868,1.40289,2.13423,129,1.72,5.26341,4932,0.14
Kepler-251 b,4.790936,0.00789025,0.0556186,,,0.89,5526,
HD 169830 b,225.62,2.88946,0.813279,36.6032,1.407,1.80318,6221.43,0.152981
Kepler-292 c,3.715335,0.0110268,0.0469467,,,0.826,5299,
Kepler-1367 b,1.57409027,0.00215846,0.0225817,357,0.62,0.6,4106,-0.06
Kepler-491 b,4.22538451,0.476871,0.0518237,657,1.04,1.03,5582,0.37
HD 175541 b,297.3,0.52763,0.961227,127.065,1.34,3.07498,5111,-0.11
Kepler-324 b,4.385315,0.00464108,0.0524333,,,0.84,5194,
Kepler-250 c,7.156804,0.0172808,0.0726807,,,0.805,5160,
Kepler-462 b,84.6879808,0.044402,0.440508,733,1.59,2.04,7070,-0.06
Kepler-568 b,11.02347475,0.017125,0.0794218,126,0.55,0.53,3768,0.11
Kepler-1149 b,3.73089898,0.0101747,0.0473895,1023,1.02,1.01,5833,0.02
HD 202206 c,1383.4,2.33098,2.49004,45.3309,1.074,0.985786,5787.84,0.353502
Kepler-309 b,5.923653,0.0116666,0.0640717,,,0.721,4713,
Kepler-1116 b,41.6977827,0.0201979,0.231343,1017,0.95,0.93,5641,0.01
Kepler-1146 b,2.3522658,0.00609283,0.0313094,694,0.74,0.7,4692,-0.06
Kepler-940 b,59.6225257,0.0335331,0.295668,1317,0.97,0.96,5769,-0.08
Kepler-1103 b,19.79191978,0.0172355,0.148265,921,1.11,1.15,6092,-0.01
Kepler-1117 b,4.79028459,0.00422224,0.0546708,619,0.95,0.93,5612,0.03
Kepler-571 b,4.79859939,0.0214793,0.0543472,756,0.93,0.9,5527,0.01
Kepler-843 b,2.05387982,0.020755,0.0318315,1247,1.02,1.03,5830,0.05
Kepler-936 b,10.56134221,0.010441,0.0916253,687,0.92,0.89,5482,0.05
Kepler-1339 b,1.34155513,0.000852625,0.0233196,267,0.94,0.93,5586,0.01
Kepler-1005 b,6.49801525,0.0118373,0.0681491,515,1,1.06,5782,0.02
HD 145457 b,176.3,2.97219,0.762504,125.313,1.9,9.54834,4757,-0.14
Kepler-261 c,24.570858,0.0147725,0.165407,,,0.794,5098,
Kepler-465 b,9.94067247,0.0259788,0.0969435,587,1.23,1.29,6310,0.09
Kepler-336 c,9.600001,0.0156092,0.0884004,,,1.304,5867,
Kepler-1584 b,13.3997099,0.0120099,0.113973,1325,1.1,1.13,6069,0
Kepler-1475 b,82.177374,0.0256089,0.390903,1714,1.18,1.28,6214,0.03
HD 206610 b,610,1.97113,1.53703,193.798,1.3,4.98482,4821,0.1
M 67 SAND 364 b,121.71,1.88274,0.531449,843.335,1.35,20.1708,4284,-0.02
Kepler-711 b,23.58914398,0.0350514,0.151882,664,0.84,0.8,5222,-0.04
Kepler-365 b,10.664903,0.0151,0.0948224,,,1.048,6012,
Kepler-1610 b,8.70181574,0.0120099,0.0802343,1063,0.91,0.87,5383,0.1
Kepler-838 b,15.74957994,0.0227057,0.122141,1210,0.98,0.96,5770,-0.06
Kepler-802 b,40.0587473,0.0383032,0.223648,828,0.93,0.9,5507,0.06
Kepler-1412 b,3.6146051,0.0015002,0.0469983,639,1.06,1.27,5880,0.04
Kepler-864 b,5.83376092,0.0185165,0.0634219,1573,1,1,5754,0.04
HD 12661 c,1707.8812,1.9487,2.91927,34.9528,1.136,1.06782,5742.75,0.362341
Kepler-12 b,4.4379637,0.431956,0.0556348,600,1.166,1.483,5947,0.07
Kepler-229 d,41.194912,0.0469127,0.233437,,,0.728,5120,
Kepler-1411 b,86.1150888,0.0240196,0.375175,1431,0.95,0.92,5664,-0.04
Kepler-1545 b,163.692349,0.0222358,0.552567,688,0.84,0.8,5201,-0.06
KIC 11442793 c,8.719375,0.0053608,0.088103,780,1.2,1.2,6080,-0.12
HAT-P-36 b,1.327347,1.83923,0.0238229,317,1.022,1.096,5560,0.26
WASP-35 b,3.161575,0.717098,0.0431283,,1.07,1.09,5990,-0.15
HD 69830 d,197,0.0563373,0.627426,12.4938,0.849,0.921634,5360,-0.0604105
CoRoT-22 b,9.75598,0.0383,0.0922129,592,1.099,1.136,5939,0.17
HD 28254 b,1116,1.1614,2.14768,54.6747,1.06,1.56874,5664,0.36
HD 81688 b,184.02,2.6907,0.811148,85.8369,2.1,20.8234,4753,-0.359
HD 210277 b,442.19,1.27275,1.13105,21.561,0.986,0.939154,5555.23,0.214293
Kepler-1514 b,217.8317626,1,0.755004,379,1.21,1.22,6251,0.14
Kepler-132 c,6.414914,0.00692663,0.0675669,,,1.178,6003,
WTS-1 b,3.352059,3.99885,0.0466301,3200,1.2,1.15,6250,-0.5
Kepler-322 b,1.653888,0.00302153,0.0273702,,,0.89,5388,
HR 8799 c,82145,9.5,42.4842,39.4,1.516,1.44,7193,-0.47
Kepler-717 b,4.40840023,0.0187628,0.0504222,1126,0.88,0.85,5485,-0.12
Kepler-51 b,45.1555023,0.00661,0.248169,,1,0.91,5803,
Kepler-252 b,6.668391,0.00604207,0.0693352,,,0.549,4208,
XO-1 b,3.941534,0.918464,0.049283,171.821,1.027,0.934,5750,0.02
Kepler-63 b,9.4341505,0.125283,0.0869107,200,0.984,0.901,5576,0.05
Kepler-1423 b,23.955378,0.00364938,0.150343,449,0.79,0.75,4939,-0.02
Kepler-33 d,21.77596,0.095206,0.166175,,1.291,1.82,5904,
Kepler-287 c,44.851896,0.0318107,0.247055,,,1.032,5806,
Kepler-154 f,9.91935684,0.0118373,0.0869078,0,0.89,1,5690,-0.391
Kepler-245 b,7.49019,0.0205131,0.0749207,,,0.795,5100,
Kepler-537 b,3.24755522,0.00965491,0.0438974,465,1.07,0.99,5763,0.23
Kepler-989 b,7.96431535,0.0165864,0.0730539,484,0.82,0.78,5074,0.01
Kepler-100 c,12.8159,0,0.109963,,1.08,1.49,5825,0.02
GJ 15 A b,11.4433,0.0168,0.0716678,3.587,0.375,0.3863,3567,-0.32
Kepler-180 c,41.885775,0.027035,0.236039,,,1.063,5731,
Kepler-82 e,5.902206,0.019315,0.063917,,,0.945,5428,
Kepler-20 d,77.61184,0.0236865,0.345324,290,0.912,0.944,5466,0.02
Kepler-217 b,5.374943,0.0167934,0.0600513,,,1.799,6171,
Kepler-1523 b,0.93875077,0.0117956,0.0185737,918,0.97,0.96,5708,0
Kepler-235 e,46.183669,0.0166981,0.251922,,,0.554,4255,
Kepler-227 c,54.418694,0.0275635,0.281042,,,1.091,5854,
Kepler-169 d,8.348125,0.00638668,0.0805377,,,0.763,4997,
Kepler-1226 b,17.2923453,0.010441,0.131737,779,1.02,1.02,5923,-0.08
Kepler-1623 b,4.36128348,0.00752338,0.0522416,986,1,1,5772,0.04
Kepler-254 b,5.826662,0.0475314,0.0633704,,,0.91,5957,
Kepler-79 e,81.065298,0.0129,0.366575,,,1.403,6189,
Kepler-241 b,12.718092,0.0177874,0.106632,,,0.668,4699,
Kepler-1525 b,2.41660118,0.00206633,0.0360472,396,1.07,1.04,5748,0.27
Kepler-749 b,17.31716585,0.028747,0.121097,753,0.79,0.75,5009,-0.11
55 Cnc b,14.651,0.801471,0.113377,12.3411,0.905,0.943,5196,0.314513
Kepler-176 e,51.16579,0.010441,0,0,0,0.89,5232,0.072
Kepler-565 b,4.24374723,0.0409391,0.0509544,1041,0.98,0.95,5735,-0.02
Kepler-631 b,17.97979059,0.0252452,0.144301,843,1.24,1.33,6185,0.23
Kepler-380 c,7.630004,0.00674351,0.0758501,,,1.224,6045,
Kepler-384 b,22.597053,0.00436179,0.156426,,,0.882,5577,
Kepler-1592 b,3.05710069,0.0115145,0.0435619,1349,1.18,1.28,6213,0.04
Kepler-193 c,50.697494,0.0229193,0.26808,,,1.147,6335,
Kepler-1097 b,187.747029,0.0318486,0.600611,738,0.82,0.79,5211,-0.11
Kepler-368 c,72.379334,0.0478436,0.339899,,,2.019,5502,
Kepler-102 f,27.4536,0.00195073,0.165339,,0.8,0.74,4903,0.08
Kepler-131 c,25.5169,0.0525494,0.170752,,1.02,1.03,5685,0.12
Kepler-74 b,7.340718,0.66711,0.0827067,1330,1.4,1.51,6050,0.34
HD 207832 b,161.97,0.564176,0.569755,54.4366,0.94,0.901,5710,0.06
M 67 YBP 1514 b,5.118,0.397418,0.057344,843.335,0.96,0.86358,5725,0.03
WASP-55 b,4.465633,0.571173,0.0532575,330,1.01,1.06,5900,-0.2
Kepler-1064 b,16.54080322,0.0115843,0.120351,374,0.85,0.79,5153,0
Kepler-280 b,2.139542,0.010538,0.0324953,,,0.886,5744,
HAT-P-56 b,2.7908327,2.18029,0.0423182,0,1.296,1.428,6566,
Kepler-1277 b,40.8365012,0.0119381,0.227343,606,0.94,0.92,5578,-0.01
Kepler-1144 b,17.14647302,0.0147338,0.12926,1012,0.98,0.96,5753,-0.03
Kepler-325 c,12.762172,0.0201438,0.106878,,,1.003,5752,
GJ 3293 b,30.6,0.081,0.143394,,0.42,0.404,3466,0.02
Kepler-547 b,6.01038429,0.0517963,0.0595534,361,0.78,0.73,4828,0.01
HD 33283 b,18.179001,0.330171,0.145378,94.162,1.24,1.45431,5995,0.366
Kepler-1312 b,5.44832529,0.0155754,0.060394,305,0.99,0.92,5719,-0.02
Kepler-842 b,1.21956827,0.0119381,0.0205641,552,0.78,0.73,4848,-0.02
OGLE-TR-111 b,4.0144479,0.55,0.0468733,,0.852,0.831,5040,0.19
MOA-2007-BLG-400L b,,0.83,6.5,6000,0.3,,,
Kepler-704 b,3.76182115,0.0210409,0.0468593,1054,0.97,0.96,5616,0.09
HD 10180 e,49.747,0.0797893,0.269917,39.0168,1.06,1.10851,5911,0.08
Kepler-1532 b,1.09366356,0.00819664,0.0201315,824,0.91,0.88,5559,-0.1
Kepler-647 b,16.2254649,0.00501732,0.126673,789,1.03,1.07,6020,-0.14
Kepler-765 b,27.6655226,0.0188877,0.181954,1000,1.05,1.06,5901,0.04
Kepler-1016 c,105.6551369,0.0418568,0.435925,1239,0.99,1,5821,-0.03
Kepler-185 b,1.6329,0.00508144,0.0271381,,,0.806,5208,
55 Cnc d,4909,3.54451,5.47467,12.3411,0.905,0.943,5196,0.314513
HD 155233 b,885,1.99403,2.06593,75.1,1.5,5.03,4345,0.1
WASP-3 b,1.846834,2.01184,0.0314948,220,1.22,1.31,6400,0
HD 148156 b,1027,0.847612,2.12913,51.5996,1.22,0.965665,6308,0.29
Kepler-172 d,14.627119,0.0169862,0.117052,,,1.085,5526,
Kepler-967 c,198.7112502,0.0412428,0.628803,499,0.84,0.8,5178,-0.03
Kepler-182 c,20.684342,0.0355742,0.147469,,,1.146,6250,
Kepler-1016 b,1.95452434,0.0162741,0.0304915,1239,0.99,1,5821,-0.03
Kepler-1266 b,28.474748,0.0206139,0.169412,901,0.8,0.76,5044,-0.07
TrES-5 b,1.4822446,1.7781,0.0245157,360,0.893,0.866,5171,0.2
Kepler-1306 b,16.29595382,0.014034,0.12495,1130,0.98,0.97,5727,0
Kepler-1483 b,9.5085156,0.0124263,0.0946205,1327,1.25,1.4,6337,0.04
Kepler-1047 b,56.1886887,0.0154788,0.294564,566,1.08,1.13,5754,0.29
Kepler-645 b,3.27582262,0.0155754,0.0449621,901,1.13,1.21,6170,-0.01
Kepler-49 e,18.596108,0.0116666,0.137369,,,0.559,4252,
HD 222155 b,3999,2.02633,5.13864,49.1,1.13,1.67,5765,-0.11
Kepler-399 c,26.67569,0.0100631,0.174723,,,0.68,5502,
Kepler-761 b,10.12804789,0.0150076,0.0900599,867,0.95,0.93,5706,-0.09
Kepler-1278 b,3.23941344,0.0030088,0.0443634,743,1.11,1.16,6074,0.02
Kepler-175 c,34.035257,0.0286557,0.205538,,,1.01,6064,
Kepler-391 c,20.485435,0.0382517,0.146522,,,3.569,4940,
HD 73526 b,188.3,2.8556,0.646509,100.705,1.014,1.45542,5583.74,0.249696
Kepler-768 b,11.3910025,0.0132151,0.0927369,795,0.82,0.78,5108,-0.03
Kepler-879 b,33.3855938,0.020474,0.204258,772,1.02,1.02,5792,0.05
Kepler-1428 b,10.67607169,0.0121546,0.103027,802,1.28,1.36,6184,0.35
Kepler-200 b,8.594805,0.0158724,0.0821165,,,0.944,5678,
Kepler-1036 b,122.8808058,0.0271261,0.475522,507,0.95,0.89,5533,0.04
Kepler-1129 c,76.5369586,0.0227057,0.352794,1258,1,1,5831,-0.04
HD 117207 b,2597,1.8189,3.73753,33.0469,1.031,0.951872,5723.69,0.266084
Kepler-122 d,21.587475,0.0165098,0.151731,,,1.216,6050,
Kepler-1140 b,24.0862707,0.0231879,0.148956,657,0.76,0.73,4850,-0.08
Kepler-1565 b,1.53818844,0.0053608,0.0237986,657,0.76,0.73,4940,-0.16
